"from","to","relation","date"
"87277951637","22468948645","SPOUSE","2002-01-14"
"30467065259","38405829969","PARENT","2003-06-21"
"38405829969","30467065259","OFFSPRING","2003-06-21"
"13500447934","71378896585","PARENT","2011-09-03"
"71378896585","13500447934","OFFSPRING","2011-09-03"
"16703621491","97980428890","SIBLING","1981-11-26"
"97980428890","16703621491","SIBLING","1981-11-26"
"49323662250","46862207586","SIBLING","1974-11-19"
"46862207586","49323662250","SIBLING","1974-11-19"
"36356290446","17016880521","SIBLING","2015-11-16"
"17016880521","36356290446","SIBLING","2015-11-16"
"79867742786","15887109542","PARENT","1986-11-27"
"15887109542","79867742786","OFFSPRING","1986-11-27"
"86863964922","25149999214","SIBLING","1970-07-04"
"25149999214","86863964922","SIBLING","1970-07-04"
"27804497963","79722544210","SPOUSE","1975-04-27"
"79722544210","27804497963","SPOUSE","1975-04-27"
"77117030220","55436973238","PARENT","1992-02-13"
"55436973238","77117030220","OFFSPRING","1992-02-13"
"99518282742","81378566313","SPOUSE","2017-08-28"
"81378566313","99518282742","SPOUSE","2017-08-28"
"63110664821","53117646938","PARENT","2017-03-15"
"53117646938","63110664821","OFFSPRING","2017-03-15"
"78893818543","48540722503","SPOUSE","1995-04-16"
"48540722503","78893818543","SPOUSE","1995-04-16"
"46450296068","92019377463","PARENT","2008-01-09"
"92019377463","46450296068","OFFSPRING","2008-01-09"
"38027305953","52616913290","SPOUSE","1976-06-19"
"52616913290","38027305953","SPOUSE","1976-06-19"
"44680610215","64659807253","SPOUSE","2015-11-26"
"64659807253","44680610215","SPOUSE","2015-11-26"
"68962460369","88719617230","PARENT","1997-09-06"
"88719617230","68962460369","OFFSPRING","1997-09-06"
"32349683416","97272962229","SIBLING","2018-11-22"
"97272962229","32349683416","SIBLING","2018-11-22"
"54290117908","52330820334","SPOUSE","1978-09-26"
"52330820334","54290117908","SPOUSE","1978-09-26"
"67986297262","52010417573","PARENT","2014-12-25"
"52010417573","67986297262","OFFSPRING","2014-12-25"
"94486845645","66467737161","PARENT","2014-02-15"
"66467737161","94486845645","OFFSPRING","2014-02-15"
"87829578453","72758453747","SIBLING","1999-10-14"
"72758453747","87829578453","SIBLING","1999-10-14"
"74376370146","44984517312","SPOUSE","1973-05-01"
"44984517312","74376370146","SPOUSE","1973-05-01"
"48935560969","32943203628","PARENT","1981-06-01"
"32943203628","48935560969","OFFSPRING","1981-06-01"
"81916999940","20742511984","PARENT","1986-01-31"
"20742511984","81916999940","OFFSPRING","1986-01-31"
"30392012305","39714180813","SIBLING","2000-07-16"
"39714180813","30392012305","SIBLING","2000-07-16"
"35252112700","83976509182","SPOUSE","2006-08-26"
"83976509182","35252112700","SPOUSE","2006-08-26"
"48075054308","55674019799","PARENT","1993-01-08"
"55674019799","48075054308","OFFSPRING","1993-01-08"
"65035478075","84409843096","SPOUSE","1974-11-30"
"84409843096","65035478075","SPOUSE","1974-11-30"
"52966551855","18008519473","SPOUSE","1975-03-29"
"18008519473","52966551855","SPOUSE","1975-03-29"
"84912278269","72297590854","SPOUSE","2012-11-15"
"72297590854","84912278269","SPOUSE","2012-11-15"
"78978652047","20727659711","PARENT","1996-06-26"
"20727659711","78978652047","OFFSPRING","1996-06-26"
"74736708537","29715098852","SPOUSE","2016-11-03"
"29715098852","74736708537","SPOUSE","2016-11-03"
"17297417543","14846180939","PARENT","2016-04-23"
"14846180939","17297417543","OFFSPRING","2016-04-23"
"19851003225","32234990729","SIBLING","1985-07-22"
"32234990729","19851003225","SIBLING","1985-07-22"
"22468847946","97750000463","SPOUSE","1972-03-12"
"97750000463","22468847946","SPOUSE","1972-03-12"
"28636711116","93662381544","PARENT","1978-02-23"
"93662381544","28636711116","OFFSPRING","1978-02-23"
"14485713801","33788214053","PARENT","1995-10-02"
"33788214053","14485713801","OFFSPRING","1995-10-02"
"45861772293","98838751589","SIBLING","2007-10-14"
"98838751589","45861772293","SIBLING","2007-10-14"
"30241742342","17398116506","SIBLING","1985-11-27"
"17398116506","30241742342","SIBLING","1985-11-27"
"83307684068","98745661973","SIBLING","2016-07-12"
"98745661973","83307684068","SIBLING","2016-07-12"
"19622467776","33871191203","SIBLING","1977-06-15"
"33871191203","19622467776","SIBLING","1977-06-15"
"62230257438","50789813045","SPOUSE","1980-04-04"
"50789813045","62230257438","SPOUSE","1980-04-04"
"47803639611","22347263516","SPOUSE","1980-07-31"
"22347263516","47803639611","SPOUSE","1980-07-31"
"86711239734","43608190625","SPOUSE","1978-02-20"
"43608190625","86711239734","SPOUSE","1978-02-20"
"99188117563","87481008022","SPOUSE","2019-11-22"
"87481008022","99188117563","SPOUSE","2019-11-22"
"46568881066","28491569424","SPOUSE","1974-09-07"
"28491569424","46568881066","SPOUSE","1974-09-07"
"55520251015","50698264673","SIBLING","1983-12-19"
"50698264673","55520251015","SIBLING","1983-12-19"
"17459626746","42006679724","SPOUSE","1984-10-28"
"42006679724","17459626746","SPOUSE","1984-10-28"
"49997821479","29077385905","SPOUSE","2017-08-15"
"29077385905","49997821479","SPOUSE","2017-08-15"
"89258706914","32720891414","PARENT","1996-02-18"
"32720891414","89258706914","OFFSPRING","1996-02-18"
"86778005627","94994700485","PARENT","1990-04-24"
"94994700485","86778005627","OFFSPRING","1990-04-24"
"37506009330","23566663402","SPOUSE","1981-06-11"
"23566663402","37506009330","SPOUSE","1981-06-11"
"69988078624","79491488019","PARENT","2006-07-22"
"79491488019","69988078624","OFFSPRING","2006-07-22"
"94267330447","99515710354","PARENT","1978-08-05"
"99515710354","94267330447","OFFSPRING","1978-08-05"
"33230277700","10286540076","SPOUSE","1982-09-04"
"10286540076","33230277700","SPOUSE","1982-09-04"
"57872845221","71175130131","PARENT","2018-01-13"
"71175130131","57872845221","OFFSPRING","2018-01-13"
"22604768902","24464757262","PARENT","1985-12-16"
"24464757262","22604768902","OFFSPRING","1985-12-16"
"59763704306","35786171253","SIBLING","1972-12-07"
"35786171253","59763704306","SIBLING","1972-12-07"
"68959049659","89919995269","SPOUSE","1996-10-08"
"89919995269","68959049659","SPOUSE","1996-10-08"
"64151467761","57816433695","PARENT","1985-02-09"
"57816433695","64151467761","OFFSPRING","1985-02-09"
"42675510862","68796274023","SPOUSE","1980-08-25"
"68796274023","42675510862","SPOUSE","1980-08-25"
"29974730664","49328736125","SIBLING","1985-05-21"
"49328736125","29974730664","SIBLING","1985-05-21"
"96469609915","84867199844","PARENT","1999-02-18"
"84867199844","96469609915","OFFSPRING","1999-02-18"
"30586449092","46222210910","SPOUSE","2003-08-01"
"46222210910","30586449092","SPOUSE","2003-08-01"
"68864002388","26943219244","PARENT","1972-02-10"
"26943219244","68864002388","OFFSPRING","1972-02-10"
"61030293680","61990668271","SIBLING","2017-04-11"
"61990668271","61030293680","SIBLING","2017-04-11"
"99349936737","33526351194","SIBLING","1975-09-22"
"33526351194","99349936737","SIBLING","1975-09-22"
"46757297078","83684155519","SPOUSE","2006-06-26"
"83684155519","46757297078","SPOUSE","2006-06-26"
"77944257851","19062662243","SIBLING","1972-09-17"
"19062662243","77944257851","SIBLING","1972-09-17"
"78204258467","36025860522","SIBLING","1988-02-27"
"36025860522","78204258467","SIBLING","1988-02-27"
"46384416714","59713367255","SIBLING","1970-05-08"
"59713367255","46384416714","SIBLING","1970-05-08"
"18226677172","83031666780","SIBLING","2012-04-09"
"83031666780","18226677172","SIBLING","2012-04-09"
"35945803170","79264791337","SPOUSE","1983-01-08"
"79264791337","35945803170","SPOUSE","1983-01-08"
"13579272028","90964261386","SPOUSE","1994-04-22"
"90964261386","13579272028","SPOUSE","1994-04-22"
"48809727722","61997206743","SIBLING","1993-02-15"
"61997206743","48809727722","SIBLING","1993-02-15"
"32885970438","30461934801","SIBLING","1999-09-30"
"30461934801","32885970438","SIBLING","1999-09-30"
"62111078317","44078063821","SPOUSE","1998-02-25"
"44078063821","62111078317","SPOUSE","1998-02-25"
"28104221454","83493722350","SIBLING","1981-11-07"
"83493722350","28104221454","SIBLING","1981-11-07"
"63662829709","42675585375","PARENT","1994-07-03"
"42675585375","63662829709","OFFSPRING","1994-07-03"
"32234990729","72317456713","PARENT","2008-12-19"
"72317456713","32234990729","OFFSPRING","2008-12-19"
"34797062990","75254779642","SIBLING","1979-04-14"
"75254779642","34797062990","SIBLING","1979-04-14"
"51676557603","19815087574","PARENT","2009-01-11"
"19815087574","51676557603","OFFSPRING","2009-01-11"
"81819182147","85939257011","PARENT","2019-09-13"
"85939257011","81819182147","OFFSPRING","2019-09-13"
"20125206303","19644236886","PARENT","1986-11-03"
"19644236886","20125206303","OFFSPRING","1986-11-03"
"92720366429","14844818961","PARENT","2008-10-28"
"14844818961","92720366429","OFFSPRING","2008-10-28"
"89299115882","89321861100","PARENT","1985-04-22"
"89321861100","89299115882","OFFSPRING","1985-04-22"
"69635878946","67786968047","PARENT","1999-09-27"
"67786968047","69635878946","OFFSPRING","1999-09-27"
"94732804214","22866420188","SIBLING","1990-03-15"
"22866420188","94732804214","SIBLING","1990-03-15"
"62313382365","11903889153","SPOUSE","1987-03-21"
"11903889153","62313382365","SPOUSE","1987-03-21"
"98763506110","40381655425","PARENT","2002-08-07"
"40381655425","98763506110","OFFSPRING","2002-08-07"
"33932248831","46775772328","PARENT","2007-03-08"
"46775772328","33932248831","OFFSPRING","2007-03-08"
"72317456713","31809037974","SIBLING","2017-08-16"
"31809037974","72317456713","SIBLING","2017-08-16"
"14986384062","37103074331","SPOUSE","1970-01-07"
"37103074331","14986384062","SPOUSE","1970-01-07"
"57707776434","13306809686","SIBLING","2003-08-20"
"13306809686","57707776434","SIBLING","2003-08-20"
"45301194209","62395702924","PARENT","2006-08-24"
"62395702924","45301194209","OFFSPRING","2006-08-24"
"26583149997","63873627224","PARENT","1974-12-12"
"63873627224","26583149997","OFFSPRING","1974-12-12"
"27103963178","80138137133","SIBLING","2006-01-08"
"80138137133","27103963178","SIBLING","2006-01-08"
"58960821513","41019514810","SPOUSE","2020-04-09"
"41019514810","58960821513","SPOUSE","2020-04-09"
"53518958815","25495472533","PARENT","2006-03-13"
"25495472533","53518958815","OFFSPRING","2006-03-13"
"15694334947","22804137854","PARENT","2001-04-22"
"22804137854","15694334947","OFFSPRING","2001-04-22"
"56387439294","57408232788","SPOUSE","1987-05-09"
"57408232788","56387439294","SPOUSE","1987-05-09"
"43966520615","52592684161","PARENT","1972-01-21"
"52592684161","43966520615","OFFSPRING","1972-01-21"
"79313770269","67652903911","SIBLING","2009-12-01"
"67652903911","79313770269","SIBLING","2009-12-01"
"43449947145","87031725644","PARENT","1990-04-23"
"87031725644","43449947145","OFFSPRING","1990-04-23"
"25855268233","23494753298","SIBLING","1970-09-16"
"23494753298","25855268233","SIBLING","1970-09-16"
"43431521280","90071364802","SIBLING","2012-03-04"
"90071364802","43431521280","SIBLING","2012-03-04"
"41236917999","68847527142","SIBLING","1987-06-29"
"68847527142","41236917999","SIBLING","1987-06-29"
"29785785255","72565179494","PARENT","1973-03-16"
"72565179494","29785785255","OFFSPRING","1973-03-16"
"54688355364","24838428563","SIBLING","1978-05-27"
"24838428563","54688355364","SIBLING","1978-05-27"
"68538376127","67303621864","SIBLING","2006-06-13"
"67303621864","68538376127","SIBLING","2006-06-13"
"10441236146","67819251140","SPOUSE","2013-11-19"
"67819251140","10441236146","SPOUSE","2013-11-19"
"62434453346","34130946094","SPOUSE","1993-06-24"
"34130946094","62434453346","SPOUSE","1993-06-24"
"85732209385","81396644499","PARENT","1994-03-04"
"81396644499","85732209385","OFFSPRING","1994-03-04"
"37562175328","66694304847","SPOUSE","1979-01-31"
"66694304847","37562175328","SPOUSE","1979-01-31"
"87144399522","44347390031","PARENT","1983-02-22"
"44347390031","87144399522","OFFSPRING","1983-02-22"
"78009346458","44412277527","SPOUSE","2009-09-20"
"44412277527","78009346458","SPOUSE","2009-09-20"
"75546594685","56364967413","SPOUSE","2001-05-28"
"56364967413","75546594685","SPOUSE","2001-05-28"
"41235850214","69264293257","SIBLING","2012-07-30"
"69264293257","41235850214","SIBLING","2012-07-30"
"80466954378","89935610048","SIBLING","1983-10-24"
"89935610048","80466954378","SIBLING","1983-10-24"
"66034900016","18873579637","SIBLING","1992-02-12"
"18873579637","66034900016","SIBLING","1992-02-12"
"33592505837","85786594791","SPOUSE","1987-11-12"
"85786594791","33592505837","SPOUSE","1987-11-12"
"32288353222","18040049305","PARENT","2005-12-23"
"18040049305","32288353222","OFFSPRING","2005-12-23"
"68010426757","91721344486","SPOUSE","1977-07-04"
"91721344486","68010426757","SPOUSE","1977-07-04"
"14504787083","44908934082","SIBLING","2011-03-22"
"44908934082","14504787083","SIBLING","2011-03-22"
"54766060547","97157366667","PARENT","1991-12-29"
"97157366667","54766060547","OFFSPRING","1991-12-29"
"85557211854","61451124767","SPOUSE","2011-12-06"
"61451124767","85557211854","SPOUSE","2011-12-06"
"74920541314","86897506499","PARENT","2016-07-02"
"86897506499","74920541314","OFFSPRING","2016-07-02"
"39371452040","10655574900","SIBLING","2010-06-12"
"10655574900","39371452040","SIBLING","2010-06-12"
"96341773401","91394371595","SIBLING","1985-12-16"
"91394371595","96341773401","SIBLING","1985-12-16"
"21164305983","28468231776","SPOUSE","2000-02-29"
"28468231776","21164305983","SPOUSE","2000-02-29"
"20744222922","98522591539","PARENT","2016-06-18"
"98522591539","20744222922","OFFSPRING","2016-06-18"
"71891795127","81151391663","SIBLING","1993-08-31"
"81151391663","71891795127","SIBLING","1993-08-31"
"96506467717","49894017908","SIBLING","2011-09-07"
"49894017908","96506467717","SIBLING","2011-09-07"
"91559601045","14945400795","SPOUSE","1989-11-05"
"14945400795","91559601045","SPOUSE","1989-11-05"
"81123845034","96078006322","PARENT","1978-10-04"
"96078006322","81123845034","OFFSPRING","1978-10-04"
"78978460598","61541876969","PARENT","2003-11-07"
"61541876969","78978460598","OFFSPRING","2003-11-07"
"88621253223","18276041535","SIBLING","2016-02-15"
"18276041535","88621253223","SIBLING","2016-02-15"
"71009670573","46778966306","PARENT","1988-09-12"
"46778966306","71009670573","OFFSPRING","1988-09-12"
"84886981394","43448365040","PARENT","2002-04-10"
"43448365040","84886981394","OFFSPRING","2002-04-10"
"84227087821","80291273416","SIBLING","2001-05-03"
"80291273416","84227087821","SIBLING","2001-05-03"
"46451363280","52330820334","PARENT","1975-08-12"
"52330820334","46451363280","OFFSPRING","1975-08-12"
"89601569529","56950694351","SIBLING","2002-11-23"
"56950694351","89601569529","SIBLING","2002-11-23"
"23607343890","97959540911","SPOUSE","1998-02-23"
"97959540911","23607343890","SPOUSE","1998-02-23"
"19907660609","41247109790","PARENT","1973-10-01"
"41247109790","19907660609","OFFSPRING","1973-10-01"
"11798599578","70652117038","SPOUSE","2019-01-26"
"70652117038","11798599578","SPOUSE","2019-01-26"
"88796609866","86180784885","SIBLING","2003-05-13"
"86180784885","88796609866","SIBLING","2003-05-13"
"13175357539","74941003154","PARENT","1974-01-07"
"74941003154","13175357539","OFFSPRING","1974-01-07"
"93426445159","59262652025","PARENT","2003-09-08"
"59262652025","93426445159","OFFSPRING","2003-09-08"
"64825311144","93658484448","SPOUSE","1982-12-31"
"93658484448","64825311144","SPOUSE","1982-12-31"
"60103581316","60968308643","SIBLING","2005-09-13"
"60968308643","60103581316","SIBLING","2005-09-13"
"11835666350","31186515540","SPOUSE","1974-02-11"
"31186515540","11835666350","SPOUSE","1974-02-11"
"68939946870","81957846942","PARENT","1990-11-19"
"81957846942","68939946870","OFFSPRING","1990-11-19"
"10504694708","52138562286","PARENT","1971-10-14"
"52138562286","10504694708","OFFSPRING","1971-10-14"
"12534352106","44799583378","SIBLING","2005-05-24"
"44799583378","12534352106","SIBLING","2005-05-24"
"85038481855","47353650850","SIBLING","1978-07-19"
"47353650850","85038481855","SIBLING","1978-07-19"
"98271951284","16476364508","SIBLING","1970-07-11"
"16476364508","98271951284","SIBLING","1970-07-11"
"43003305078","91331742968","SPOUSE","1989-10-17"
"91331742968","43003305078","SPOUSE","1989-10-17"
"69737628140","87249933931","SPOUSE","1994-10-24"
"87249933931","69737628140","SPOUSE","1994-10-24"
"12200625319","23073140328","SPOUSE","1977-05-10"
"23073140328","12200625319","SPOUSE","1977-05-10"
"81732589123","33849279793","SIBLING","1982-10-15"
"33849279793","81732589123","SIBLING","1982-10-15"
"93141026951","51603696573","SIBLING","2020-07-21"
"51603696573","93141026951","SIBLING","2020-07-21"
"69300377750","38340250706","PARENT","1988-05-29"
"38340250706","69300377750","OFFSPRING","1988-05-29"
"63417029202","68520069542","PARENT","2016-02-06"
"68520069542","63417029202","OFFSPRING","2016-02-06"
"87138586420","74152685144","SPOUSE","2003-05-22"
"74152685144","87138586420","SPOUSE","2003-05-22"
"18643764326","19522156554","SIBLING","1994-08-05"
"19522156554","18643764326","SIBLING","1994-08-05"
"81819182147","39743753862","SIBLING","1991-10-11"
"39743753862","81819182147","SIBLING","1991-10-11"
"48381170636","48978048141","SIBLING","1985-03-03"
"48978048141","48381170636","SIBLING","1985-03-03"
"18713075864","48540722503","SIBLING","2004-01-13"
"48540722503","18713075864","SIBLING","2004-01-13"
"94773174204","51210259148","SIBLING","1977-09-19"
"51210259148","94773174204","SIBLING","1977-09-19"
"87538661062","62045046085","PARENT","1985-07-19"
"62045046085","87538661062","OFFSPRING","1985-07-19"
"88038392194","77098414635","SIBLING","1993-10-12"
"77098414635","88038392194","SIBLING","1993-10-12"
"63136012557","71673825326","SIBLING","2000-06-02"
"71673825326","63136012557","SIBLING","2000-06-02"
"78455420556","28383916795","SPOUSE","1992-12-20"
"28383916795","78455420556","SPOUSE","1992-12-20"
"48516601565","53920940804","SPOUSE","1980-10-26"
"53920940804","48516601565","SPOUSE","1980-10-26"
"58727673395","68334401575","PARENT","2011-01-29"
"68334401575","58727673395","OFFSPRING","2011-01-29"
"91036470631","97006667245","SPOUSE","2008-05-11"
"97006667245","91036470631","SPOUSE","2008-05-11"
"96965380410","62238655723","SIBLING","1982-06-07"
"62238655723","96965380410","SIBLING","1982-06-07"
"17823142656","67347736704","SPOUSE","1991-01-03"
"67347736704","17823142656","SPOUSE","1991-01-03"
"76722123334","66254311071","PARENT","1988-09-12"
"66254311071","76722123334","OFFSPRING","1988-09-12"
"30445873546","85601789131","SPOUSE","1997-04-10"
"85601789131","30445873546","SPOUSE","1997-04-10"
"12279104664","72225051580","SPOUSE","1979-11-29"
"72225051580","12279104664","SPOUSE","1979-11-29"
"13982078115","46427079068","SIBLING","1975-02-10"
"46427079068","13982078115","SIBLING","1975-02-10"
"47636985277","65708820142","PARENT","1976-03-04"
"65708820142","47636985277","OFFSPRING","1976-03-04"
"31084947623","94549841705","SPOUSE","1972-03-21"
"94549841705","31084947623","SPOUSE","1972-03-21"
"54630543564","82368975019","PARENT","1970-11-04"
"82368975019","54630543564","OFFSPRING","1970-11-04"
"86135496496","77943272636","PARENT","1988-11-14"
"77943272636","86135496496","OFFSPRING","1988-11-14"
"36127946968","96381012014","PARENT","1976-08-12"
"96381012014","36127946968","OFFSPRING","1976-08-12"
"74666575283","11826234766","SIBLING","2018-05-03"
"11826234766","74666575283","SIBLING","2018-05-03"
"49011113071","13769696743","SPOUSE","2005-02-27"
"13769696743","49011113071","SPOUSE","2005-02-27"
"91930136023","37785728959","SIBLING","1977-06-28"
"37785728959","91930136023","SIBLING","1977-06-28"
"80723096120","75047271349","PARENT","2000-08-14"
"75047271349","80723096120","OFFSPRING","2000-08-14"
"88571078323","32888735309","SIBLING","2006-03-15"
"32888735309","88571078323","SIBLING","2006-03-15"
"31894444553","75725258291","SPOUSE","2015-09-20"
"75725258291","31894444553","SPOUSE","2015-09-20"
"13838453447","27346531862","SPOUSE","2013-11-29"
"27346531862","13838453447","SPOUSE","2013-11-29"
"38188840290","82388661672","PARENT","2012-12-02"
"82388661672","38188840290","OFFSPRING","2012-12-02"
"81819182147","38404832603","SPOUSE","2000-05-09"
"38404832603","81819182147","SPOUSE","2000-05-09"
"43441889680","37340858703","PARENT","2003-10-30"
"37340858703","43441889680","OFFSPRING","2003-10-30"
"13927034152","31723017477","SIBLING","2004-09-29"
"31723017477","13927034152","SIBLING","2004-09-29"
"32330033795","16611200496","SIBLING","2017-05-08"
"16611200496","32330033795","SIBLING","2017-05-08"
"70797568167","66068328782","SPOUSE","1971-11-09"
"66068328782","70797568167","SPOUSE","1971-11-09"
"39453282260","42247699250","SPOUSE","1999-01-12"
"42247699250","39453282260","SPOUSE","1999-01-12"
"29131940916","59331733073","SIBLING","1978-04-21"
"59331733073","29131940916","SIBLING","1978-04-21"
"77625032019","71364190661","PARENT","1984-06-21"
"71364190661","77625032019","OFFSPRING","1984-06-21"
"83340658830","60634473238","PARENT","2020-05-18"
"60634473238","83340658830","OFFSPRING","2020-05-18"
"71661790047","95480733255","PARENT","1984-11-29"
"95480733255","71661790047","OFFSPRING","1984-11-29"
"74216767884","64608520929","SPOUSE","2003-09-13"
"64608520929","74216767884","SPOUSE","2003-09-13"
"78271213075","95556297888","SPOUSE","2007-02-22"
"95556297888","78271213075","SPOUSE","2007-02-22"
"78278916285","77481313950","SIBLING","1976-05-02"
"77481313950","78278916285","SIBLING","1976-05-02"
"60443761438","53305848133","PARENT","1991-07-02"
"53305848133","60443761438","OFFSPRING","1991-07-02"
"99767698508","53587249959","SIBLING","1978-11-14"
"53587249959","99767698508","SIBLING","1978-11-14"
"68106266824","79023977076","SPOUSE","1998-08-06"
"79023977076","68106266824","SPOUSE","1998-08-06"
"37471765336","60881234445","SPOUSE","2005-03-29"
"60881234445","37471765336","SPOUSE","2005-03-29"
"78923440999","33211942291","PARENT","2002-02-20"
"33211942291","78923440999","OFFSPRING","2002-02-20"
"27256305357","28793211929","SPOUSE","1996-09-03"
"28793211929","27256305357","SPOUSE","1996-09-03"
"44025206310","18428480212","PARENT","2003-10-09"
"18428480212","44025206310","OFFSPRING","2003-10-09"
"33664513479","37952251048","SIBLING","1973-12-30"
"37952251048","33664513479","SIBLING","1973-12-30"
"17454904411","64937372276","SIBLING","2019-12-08"
"64937372276","17454904411","SIBLING","2019-12-08"
"86194426560","14631383965","SPOUSE","2011-01-03"
"14631383965","86194426560","SPOUSE","2011-01-03"
"59217194269","26576789129","SIBLING","2018-03-28"
"26576789129","59217194269","SIBLING","2018-03-28"
"43054990082","96475589663","SPOUSE","2001-12-03"
"96475589663","43054990082","SPOUSE","2001-12-03"
"33815865259","58941105294","PARENT","2003-05-20"
"58941105294","33815865259","OFFSPRING","2003-05-20"
"33275129836","13186241990","PARENT","1995-03-11"
"13186241990","33275129836","OFFSPRING","1995-03-11"
"11592219269","15355388501","PARENT","2006-09-13"
"15355388501","11592219269","OFFSPRING","2006-09-13"
"54680197300","62871468079","SIBLING","1985-07-29"
"62871468079","54680197300","SIBLING","1985-07-29"
"25018967771","69983506621","PARENT","2005-02-13"
"69983506621","25018967771","OFFSPRING","2005-02-13"
"48248270855","94559198852","SPOUSE","2011-02-17"
"94559198852","48248270855","SPOUSE","2011-02-17"
"14928697512","96715150585","PARENT","2014-09-14"
"96715150585","14928697512","OFFSPRING","2014-09-14"
"31924650499","95032169051","PARENT","1988-09-06"
"95032169051","31924650499","OFFSPRING","1988-09-06"
"89608494649","68247471301","SPOUSE","2008-11-28"
"68247471301","89608494649","SPOUSE","2008-11-28"
"62323167533","85751750867","SPOUSE","2001-08-19"
"85751750867","62323167533","SPOUSE","2001-08-19"
"79587455873","36356661101","PARENT","2014-02-25"
"36356661101","79587455873","OFFSPRING","2014-02-25"
"77691643030","38286371998","SIBLING","2012-04-27"
"38286371998","77691643030","SIBLING","2012-04-27"
"92104823946","48125250589","SIBLING","2014-04-01"
"48125250589","92104823946","SIBLING","2014-04-01"
"71749220993","12393030903","SPOUSE","1973-01-17"
"12393030903","71749220993","SPOUSE","1973-01-17"
"61648226512","35014683631","SPOUSE","1980-10-24"
"35014683631","61648226512","SPOUSE","1980-10-24"
"91559601045","34182140631","SPOUSE","1987-09-15"
"34182140631","91559601045","SPOUSE","1987-09-15"
"22836557203","35827687193","SPOUSE","1986-07-29"
"35827687193","22836557203","SPOUSE","1986-07-29"
"82263161212","29809061822","PARENT","1977-09-15"
"29809061822","82263161212","OFFSPRING","1977-09-15"
"10383693999","45814073412","PARENT","1981-11-27"
"45814073412","10383693999","OFFSPRING","1981-11-27"
"61975729731","67065559729","SIBLING","1999-04-30"
"67065559729","61975729731","SIBLING","1999-04-30"
"22085682144","94834318745","PARENT","1981-11-04"
"94834318745","22085682144","OFFSPRING","1981-11-04"
"66799226555","64930766673","SIBLING","1980-08-12"
"64930766673","66799226555","SIBLING","1980-08-12"
"73379136099","68959049659","SPOUSE","1994-11-20"
"68959049659","73379136099","SPOUSE","1994-11-20"
"86991532276","52627952653","SIBLING","1981-09-15"
"52627952653","86991532276","SIBLING","1981-09-15"
"75613553871","63264092713","SPOUSE","1990-04-30"
"63264092713","75613553871","SPOUSE","1990-04-30"
"12499074777","69938987587","SPOUSE","2020-03-03"
"69938987587","12499074777","SPOUSE","2020-03-03"
"81191011225","53931051469","SIBLING","1987-10-18"
"53931051469","81191011225","SIBLING","1987-10-18"
"79491488019","60430068214","SPOUSE","1985-04-03"
"60430068214","79491488019","SPOUSE","1985-04-03"
"47609961519","89618047716","SIBLING","1982-10-02"
"89618047716","47609961519","SIBLING","1982-10-02"
"19663727526","17406758249","PARENT","1986-03-19"
"17406758249","19663727526","OFFSPRING","1986-03-19"
"19515323490","58786752508","SPOUSE","2015-12-08"
"58786752508","19515323490","SPOUSE","2015-12-08"
"63826181808","26318290291","SPOUSE","1977-01-27"
"26318290291","63826181808","SPOUSE","1977-01-27"
"60968308643","97717356334","SIBLING","1973-05-12"
"97717356334","60968308643","SIBLING","1973-05-12"
"96829838196","98720515355","PARENT","1980-07-18"
"98720515355","96829838196","OFFSPRING","1980-07-18"
"17143073912","27575459677","PARENT","1980-10-05"
"27575459677","17143073912","OFFSPRING","1980-10-05"
"53613528081","77879154337","SIBLING","1997-07-30"
"77879154337","53613528081","SIBLING","1997-07-30"
"64318031332","33755423789","PARENT","1986-11-25"
"33755423789","64318031332","OFFSPRING","1986-11-25"
"74986818037","69344396681","PARENT","2011-04-06"
"69344396681","74986818037","OFFSPRING","2011-04-06"
"68016611849","23712760147","SIBLING","2003-10-31"
"23712760147","68016611849","SIBLING","2003-10-31"
"62153451907","56369023876","SIBLING","2005-11-11"
"56369023876","62153451907","SIBLING","2005-11-11"
"37976302546","41208327849","SIBLING","1988-09-13"
"41208327849","37976302546","SIBLING","1988-09-13"
"42936292169","64334059286","PARENT","1997-11-01"
"64334059286","42936292169","OFFSPRING","1997-11-01"
"50960124821","95704598537","SPOUSE","1992-04-04"
"95704598537","50960124821","SPOUSE","1992-04-04"
"40908714377","25686203385","PARENT","1988-12-12"
"25686203385","40908714377","OFFSPRING","1988-12-12"
"21641066154","89821490518","SPOUSE","1991-11-25"
"89821490518","21641066154","SPOUSE","1991-11-25"
"15281334467","97988741088","SIBLING","2016-12-02"
"97988741088","15281334467","SIBLING","2016-12-02"
"41240786580","46778966306","PARENT","1970-01-08"
"46778966306","41240786580","OFFSPRING","1970-01-08"
"29785785255","96715150585","PARENT","2015-03-14"
"96715150585","29785785255","OFFSPRING","2015-03-14"
"67861486146","39093122081","PARENT","1974-06-21"
"39093122081","67861486146","OFFSPRING","1974-06-21"
"18969118911","83404230555","SPOUSE","2008-03-24"
"83404230555","18969118911","SPOUSE","2008-03-24"
"15126944895","73517365669","SPOUSE","1979-01-04"
"73517365669","15126944895","SPOUSE","1979-01-04"
"73948247567","23183406046","SPOUSE","2014-11-03"
"23183406046","73948247567","SPOUSE","2014-11-03"
"85131562850","93570678706","PARENT","1981-04-20"
"93570678706","85131562850","OFFSPRING","1981-04-20"
"73415188676","58126491445","SIBLING","1972-01-20"
